name,type,value,date
成池铉,韩国,58870,2019-06-21
戴资颖,中国台北,96225,2019-06-28
陈雨菲,中国,90365,2019-06-28
奥原希望,日本,90336,2019-06-28
山口茜,日本,86730,2019-06-28
辛德胡,印度,78784,2019-06-28
何冰娇,中国,75920,2019-06-28
因达农,泰国,73085,2019-06-28
马琳,西班牙,70000,2019-06-28
内维尔,印度,69017,2019-06-28
成池铉,韩国,58870,2019-06-28
戴资颖,中国台北,96225,2019-07-05
陈雨菲,中国,90365,2019-07-05
奥原希望,日本,90336,2019-07-05
山口茜,日本,86730,2019-07-05
辛德胡,印度,78784,2019-07-05
何冰娇,中国,75920,2019-07-05
因达农,泰国,73085,2019-07-05
马琳,西班牙,70000,2019-07-05
内维尔,印度,69017,2019-07-05
成池铉,韩国,58870,2019-07-05
