name,type,value,date
李宗伟,马来西亚,91773,2016-09-02
谌龙,中国,86984,2016-09-02
林丹,中国,77188,2016-09-02
安赛龙,丹麦,74984,2016-09-02
约根森,丹麦,68202,2016-09-02
田厚威,中国,66060,2016-09-02
周天成,中国台北,65795,2016-09-02
孙完虎,韩国,59234,2016-09-02
苏吉亚托,印尼,58404,2016-09-02
斯里坎特,印度,53886,2016-09-02
李宗伟,马来西亚,91773,2016-09-09
谌龙,中国,86984,2016-09-09
林丹,中国,77188,2016-09-09
安赛龙,丹麦,74984,2016-09-09
约根森,丹麦,68202,2016-09-09
田厚威,中国,66060,2016-09-09
周天成,中国台北,65795,2016-09-09
孙完虎,韩国,59234,2016-09-09
苏吉亚托,印尼,55004,2016-09-09
维汀哈斯,丹麦,51919,2016-09-09
李宗伟,马来西亚,91773,2016-09-16
谌龙,中国,86984,2016-09-16
林丹,中国,74038,2016-09-16
安赛龙,丹麦,70784,2016-09-16
约根森,丹麦,68202,2016-09-16
田厚威,中国,66060,2016-09-16
周天成,中国台北,64415,2016-09-16
孙完虎,韩国,59234,2016-09-16
伍家郎,中国香港,51473,2016-09-16
欧斯夫,英国,51458,2016-09-16
李宗伟,马来西亚,96653,2016-09-23
谌龙,中国,82824,2016-09-23
林丹,中国,74038,2016-09-23
安赛龙,丹麦,72224,2016-09-23
约根森,丹麦,71102,2016-09-23
田厚威,中国,66060,2016-09-23
周天成,中国台北,62315,2016-09-23
孙完虎,韩国,60614,2016-09-23
斯里坎特,印度,52096,2016-09-23
伍家郎,中国香港,51473,2016-09-23
李宗伟,马来西亚,96653,2016-09-30
谌龙,中国,82824,2016-09-30
林丹,中国,74038,2016-09-30
安赛龙,丹麦,72224,2016-09-30
约根森,丹麦,71102,2016-09-30
田厚威,中国,66060,2016-09-30
孙完虎,韩国,64094,2016-09-30
周天成,中国台北,62315,2016-09-30
维汀哈斯,丹麦,53359,2016-09-30
斯里坎特,印度,52096,2016-09-30
李宗伟,马来西亚,96653,2016-10-07
谌龙,中国,82824,2016-10-07
林丹,中国,74038,2016-10-07
安赛龙,丹麦,72224,2016-10-07
约根森,丹麦,71102,2016-10-07
田厚威,中国,66060,2016-10-07
孙完虎,韩国,64094,2016-10-07
周天成,中国台北,62315,2016-10-07
维汀哈斯,丹麦,53359,2016-10-07
斯里坎特,印度,52096,2016-10-07
李宗伟,马来西亚,96653,2016-10-14
谌龙,中国,82824,2016-10-14
林丹,中国,74038,2016-10-14
安赛龙,丹麦,72224,2016-10-14
约根森,丹麦,71102,2016-10-14
田厚威,中国,66060,2016-10-14
孙完虎,韩国,64094,2016-10-14
周天成,中国台北,62315,2016-10-14
维汀哈斯,丹麦,53359,2016-10-14
斯里坎特,印度,52096,2016-10-14
李宗伟,马来西亚,96653,2016-10-21
谌龙,中国,76864,2016-10-21
林丹,中国,72308,2016-10-21
约根森,丹麦,69952,2016-10-21
安赛龙,丹麦,68844,2016-10-21
孙完虎,韩国,68544,2016-10-21
田厚威,中国,66060,2016-10-21
周天成,中国台北,58935,2016-10-21
坦农萨克,泰国,52606,2016-10-21
欧斯夫,英国,52178,2016-10-21
李宗伟,马来西亚,93503,2016-10-28
谌龙,中国,76864,2016-10-28
林丹,中国,72308,2016-10-28
安赛龙,丹麦,68844,2016-10-28
孙完虎,韩国,68684,2016-10-28
约根森,丹麦,68572,2016-10-28
田厚威,中国,66060,2016-10-28
周天成,中国台北,56175,2016-10-28
李炫一,韩国,55650,2016-10-28
伍家郎,中国香港,53323,2016-10-28
李宗伟,马来西亚,93503,2016-11-04
谌龙,中国,76864,2016-11-04
林丹,中国,72308,2016-11-04
安赛龙,丹麦,68844,2016-11-04
孙完虎,韩国,68684,2016-11-04
约根森,丹麦,68572,2016-11-04
田厚威,中国,66060,2016-11-04
周天成,中国台北,56175,2016-11-04
李炫一,韩国,55650,2016-11-04
石宇奇,中国,54530,2016-11-04
李宗伟,马来西亚,93503,2016-11-11
谌龙,中国,76864,2016-11-11
林丹,中国,72308,2016-11-11
安赛龙,丹麦,68844,2016-11-11
孙完虎,韩国,68684,2016-11-11
约根森,丹麦,68572,2016-11-11
田厚威,中国,66060,2016-11-11
周天成,中国台北,56175,2016-11-11
石宇奇,中国,54530,2016-11-11
坦农萨克,泰国,52606,2016-11-11
李宗伟,马来西亚,86103,2016-11-18
谌龙,中国,76864,2016-11-18
约根森,丹麦,73522,2016-11-18
安赛龙,丹麦,70494,2016-11-18
林丹,中国,68208,2016-11-18
田厚威,中国,67070,2016-11-18
孙完虎,韩国,65884,2016-11-18
周天成,中国台北,56175,2016-11-18
石宇奇,中国,52800,2016-11-18
坦农萨克,泰国,52606,2016-11-18
李宗伟,马来西亚,79563,2016-11-25
谌龙,中国,76144,2016-11-25
约根森,丹麦,75042,2016-11-25
安赛龙,丹麦,70494,2016-11-25
林丹,中国,68208,2016-11-25
孙完虎,韩国,65884,2016-11-25
田厚威,中国,64310,2016-11-25
周天成,中国台北,54985,2016-11-25
伍家郎,中国香港,52953,2016-11-25
石宇奇,中国,52800,2016-11-25
李宗伟,马来西亚,79563,2016-12-02
谌龙,中国,76144,2016-12-02
约根森,丹麦,75042,2016-12-02
安赛龙,丹麦,70494,2016-12-02
林丹,中国,68208,2016-12-02
孙完虎,韩国,65884,2016-12-02
田厚威,中国,62680,2016-12-02
周天成,中国台北,57085,2016-12-02
伍家郎,中国香港,52953,2016-12-02
石宇奇,中国,52800,2016-12-02
李宗伟,马来西亚,79563,2016-12-09
谌龙,中国,76144,2016-12-09
约根森,丹麦,75042,2016-12-09
安赛龙,丹麦,70494,2016-12-09
林丹,中国,68208,2016-12-09
孙完虎,韩国,67984,2016-12-09
田厚威,中国,62680,2016-12-09
周天成,中国台北,57085,2016-12-09
伍家郎,中国香港,52953,2016-12-09
石宇奇,中国,52800,2016-12-09
李宗伟,马来西亚,82953,2016-12-16
约根森,丹麦,75042,2016-12-16
安赛龙,丹麦,72144,2016-12-16
孙完虎,韩国,70784,2016-12-16
谌龙,中国,68444,2016-12-16
林丹,中国,68208,2016-12-16
田厚威,中国,65980,2016-12-16
周天成,中国台北,54885,2016-12-16
伍家郎,中国香港,53423,2016-12-16
石宇奇,中国,52800,2016-12-16
李宗伟,马来西亚,82953,2016-12-23
约根森,丹麦,75042,2016-12-23
安赛龙,丹麦,72144,2016-12-23
孙完虎,韩国,70784,2016-12-23
谌龙,中国,68444,2016-12-23
林丹,中国,68208,2016-12-23
田厚威,中国,65980,2016-12-23
周天成,中国台北,54885,2016-12-23
伍家郎,中国香港,53423,2016-12-23
石宇奇,中国,52800,2016-12-23
李宗伟,马来西亚,82953,2017-01-06
约根森,丹麦,75042,2017-01-06
安赛龙,丹麦,72144,2017-01-06
孙完虎,韩国,70784,2017-01-06
谌龙,中国,68444,2017-01-06
林丹,中国,68208,2017-01-06
田厚威,中国,65980,2017-01-06
周天成,中国台北,54885,2017-01-06
伍家郎,中国香港,53423,2017-01-06
石宇奇,中国,52800,2017-01-06
李宗伟,马来西亚,82953,2017-01-13
约根森,丹麦,75042,2017-01-13
安赛龙,丹麦,72144,2017-01-13
孙完虎,韩国,70784,2017-01-13
谌龙,中国,68444,2017-01-13
林丹,中国,68208,2017-01-13
田厚威,中国,65980,2017-01-13
周天成,中国台北,54885,2017-01-13
伍家郎,中国香港,53423,2017-01-13
石宇奇,中国,52800,2017-01-13
李宗伟,马来西亚,82953,2017-01-20
约根森,丹麦,75042,2017-01-20
安赛龙,丹麦,72144,2017-01-20
孙完虎,韩国,70784,2017-01-20
谌龙,中国,68444,2017-01-20
林丹,中国,68208,2017-01-20
田厚威,中国,65980,2017-01-20
周天成,中国台北,54885,2017-01-20
伍家郎,中国香港,53423,2017-01-20
石宇奇,中国,52800,2017-01-20
李宗伟,马来西亚,78613,2017-01-27
约根森,丹麦,75042,2017-01-27
安赛龙,丹麦,72144,2017-01-27
孙完虎,韩国,70784,2017-01-27
谌龙,中国,68444,2017-01-27
林丹,中国,68208,2017-01-27
田厚威,中国,65980,2017-01-27
伍家郎,中国香港,56573,2017-01-27
周天成,中国台北,54885,2017-01-27
李炫一,韩国,53030,2017-01-27
李宗伟,马来西亚,78613,2017-02-03
约根森,丹麦,75042,2017-02-03
安赛龙,丹麦,72144,2017-02-03
孙完虎,韩国,70784,2017-02-03
谌龙,中国,68444,2017-02-03
林丹,中国,68208,2017-02-03
田厚威,中国,65980,2017-02-03
伍家郎,中国香港,56573,2017-02-03
周天成,中国台北,54885,2017-02-03
李炫一,韩国,53030,2017-02-03
李宗伟,马来西亚,78613,2017-02-10
约根森,丹麦,75042,2017-02-10
安赛龙,丹麦,72144,2017-02-10
孙完虎,韩国,70784,2017-02-10
谌龙,中国,68444,2017-02-10
林丹,中国,68208,2017-02-10
田厚威,中国,65980,2017-02-10
伍家郎,中国香港,56573,2017-02-10
周天成,中国台北,54885,2017-02-10
李炫一,韩国,53030,2017-02-10
李宗伟,马来西亚,78613,2017-02-17
约根森,丹麦,75042,2017-02-17
安赛龙,丹麦,72144,2017-02-17
孙完虎,韩国,70784,2017-02-17
谌龙,中国,68444,2017-02-17
林丹,中国,68208,2017-02-17
田厚威,中国,65980,2017-02-17
伍家郎,中国香港,56573,2017-02-17
周天成,中国台北,54885,2017-02-17
兹维布勒,德国,52484,2017-02-17
李宗伟,马来西亚,78613,2017-02-24
约根森,丹麦,74624,2017-02-24
安赛龙,丹麦,72144,2017-02-24
孙完虎,韩国,71757,2017-02-24
谌龙,中国,68444,2017-02-24
林丹,中国,68208,2017-02-24
田厚威,中国,65980,2017-02-24
伍家郎,中国香港,56777,2017-02-24
周天成,中国台北,54607,2017-02-24
石宇奇,中国,53357,2017-02-24
李宗伟,马来西亚,78613,2017-03-03
约根森,丹麦,74624,2017-03-03
安赛龙,丹麦,72144,2017-03-03
孙完虎,韩国,71757,2017-03-03
谌龙,中国,68444,2017-03-03
林丹,中国,68208,2017-03-03
田厚威,中国,65980,2017-03-03
伍家郎,中国香港,56777,2017-03-03
周天成,中国台北,54607,2017-03-03
石宇奇,中国,53357,2017-03-03
李宗伟,马来西亚,78613,2017-03-10
约根森,丹麦,74624,2017-03-10
谌龙,中国,73344,2017-03-10
安赛龙,丹麦,72144,2017-03-10
孙完虎,韩国,71757,2017-03-10
田厚威,中国,65980,2017-03-10
林丹,中国,63928,2017-03-10
伍家郎,中国香港,56777,2017-03-10
周天成,中国台北,55657,2017-03-10
石宇奇,中国,53357,2017-03-10
李宗伟,马来西亚,86953,2017-03-17
约根森,丹麦,73374,2017-03-17
谌龙,中国,73344,2017-03-17
安赛龙,丹麦,72144,2017-03-17
孙完虎,韩国,71757,2017-03-17
田厚威,中国,62680,2017-03-17
林丹,中国,60628,2017-03-17
石宇奇,中国,59987,2017-03-17
周天成,中国台北,59507,2017-03-17
伍家郎,中国香港,56777,2017-03-17
李宗伟,马来西亚,86953,2017-03-24
约根森,丹麦,73374,2017-03-24
谌龙,中国,73344,2017-03-24
安赛龙,丹麦,72144,2017-03-24
孙完虎,韩国,71757,2017-03-24
林丹,中国,64908,2017-03-24
石宇奇,中国,63217,2017-03-24
田厚威,中国,62680,2017-03-24
周天成,中国台北,59507,2017-03-24
伍家郎,中国香港,56777,2017-03-24
李宗伟,马来西亚,86953,2017-03-31
约根森,丹麦,73374,2017-03-31
谌龙,中国,73344,2017-03-31
安赛龙,丹麦,72144,2017-03-31
孙完虎,韩国,71757,2017-03-31
林丹,中国,64908,2017-03-31
田厚威,中国,62680,2017-03-31
石宇奇,中国,62087,2017-03-31
周天成,中国台北,59507,2017-03-31
伍家郎,中国香港,56777,2017-03-31
李宗伟,马来西亚,83353,2017-04-07
安赛龙,丹麦,73544,2017-04-07
约根森,丹麦,73374,2017-04-07
谌龙,中国,73344,2017-04-07
孙完虎,韩国,69657,2017-04-07
林丹,中国,64028,2017-04-07
周天成,中国台北,62987,2017-04-07
田厚威,中国,62680,2017-04-07
石宇奇,中国,62087,2017-04-07
伍家郎,中国香港,58877,2017-04-07
李宗伟,马来西亚,81703,2017-04-14
孙完虎,韩国,73037,2017-04-14
安赛龙,丹麦,71814,2017-04-14
谌龙,中国,70044,2017-04-14
约根森,丹麦,69994,2017-04-14
林丹,中国,68978,2017-04-14
周天成,中国台北,62987,2017-04-14
石宇奇,中国,62087,2017-04-14
田厚威,中国,60230,2017-04-14
伍家郎,中国香港,58877,2017-04-14
李宗伟,马来西亚,81703,2017-04-21
安赛龙,丹麦,71814,2017-04-21
约根森,丹麦,69994,2017-04-21
孙完虎,韩国,68837,2017-04-21
谌龙,中国,65004,2017-04-21
石宇奇,中国,64407,2017-04-21
周天成,中国台北,62987,2017-04-21
林丹,中国,62558,2017-04-21
田厚威,中国,58790,2017-04-21
伍家郎,中国香港,56777,2017-04-21
李宗伟,马来西亚,81703,2017-04-28
安赛龙,丹麦,71814,2017-04-28
约根森,丹麦,69994,2017-04-28
孙完虎,韩国,68837,2017-04-28
石宇奇,中国,64407,2017-04-28
周天成,中国台北,62987,2017-04-28
田厚威,中国,62190,2017-04-28
林丹,中国,60458,2017-04-28
谌龙,中国,59054,2017-04-28
伍家郎,中国香港,56777,2017-04-28
李宗伟,马来西亚,78923,2017-05-05
孙完虎,韩国,70277,2017-05-05
安赛龙,丹麦,69714,2017-05-05
约根森,丹麦,67644,2017-05-05
石宇奇,中国,66507,2017-05-05
周天成,中国台北,62987,2017-05-05
林丹,中国,61838,2017-05-05
谌龙,中国,60454,2017-05-05
田厚威,中国,59370,2017-05-05
伍家郎,中国香港,57497,2017-05-05
李宗伟,马来西亚,78923,2017-05-12
孙完虎,韩国,70277,2017-05-12
安赛龙,丹麦,69714,2017-05-12
约根森,丹麦,67644,2017-05-12
石宇奇,中国,66507,2017-05-12
周天成,中国台北,62987,2017-05-12
林丹,中国,61838,2017-05-12
谌龙,中国,60454,2017-05-12
田厚威,中国,59370,2017-05-12
伍家郎,中国香港,57497,2017-05-12
李宗伟,马来西亚,78923,2017-05-19
孙完虎,韩国,70277,2017-05-19
安赛龙,丹麦,69714,2017-05-19
约根森,丹麦,67644,2017-05-19
石宇奇,中国,66507,2017-05-19
周天成,中国台北,62987,2017-05-19
林丹,中国,61838,2017-05-19
谌龙,中国,60454,2017-05-19
田厚威,中国,59370,2017-05-19
伍家郎,中国香港,57497,2017-05-19
孙完虎,韩国,70277,2017-05-26
李宗伟,马来西亚,69270,2017-05-26
安赛龙,丹麦,69237,2017-05-26
石宇奇,中国,66507,2017-05-26
约根森,丹麦,62690,2017-05-26
周天成,中国台北,62504,2017-05-26
伍家郎,中国香港,57497,2017-05-26
田厚威,中国,55430,2017-05-26
林丹,中国,53840,2017-05-26
黄永祺,中国香港,52982,2017-05-26
李宗伟,马来西亚,78384,2017-06-02
孙完虎,韩国,70308,2017-06-02
安赛龙,丹麦,69240,2017-06-02
石宇奇,中国,66507,2017-06-02
周天成,中国台北,62951,2017-06-02
约根森,丹麦,62690,2017-06-02
林丹,中国,61186,2017-06-02
谌龙,中国,58836,2017-06-02
伍家郎,中国香港,58129,2017-06-02
田厚威,中国,55430,2017-06-02
孙完虎,韩国,70308,2017-06-09
安赛龙,丹麦,69240,2017-06-09
李宗伟,马来西亚,67384,2017-06-09
石宇奇,中国,66507,2017-06-09
周天成,中国台北,62951,2017-06-09
谌龙,中国,58836,2017-06-09
伍家郎,中国香港,58129,2017-06-09
林丹,中国,56866,2017-06-09
约根森,丹麦,53340,2017-06-09
坦农萨克,泰国,51850,2017-06-09
孙完虎,韩国,70308,2017-06-16
安赛龙,丹麦,69240,2017-06-16
李宗伟,马来西亚,67384,2017-06-16
石宇奇,中国,66507,2017-06-16
周天成,中国台北,62951,2017-06-16
伍家郎,中国香港,58129,2017-06-16
林丹,中国,56866,2017-06-16
谌龙,中国,53796,2017-06-16
约根森,丹麦,53340,2017-06-16
坦农萨克,泰国,51850,2017-06-16
孙完虎,韩国,72968,2017-06-23
李宗伟,马来西亚,71704,2017-06-23
安赛龙,丹麦,69240,2017-06-23
石宇奇,中国,66507,2017-06-23
周天成,中国台北,64681,2017-06-23
谌龙,中国,59846,2017-06-23
林丹,中国,59526,2017-06-23
伍家郎,中国香港,58129,2017-06-23
约根森,丹麦,57660,2017-06-23
坦农萨克,泰国,51850,2017-06-23
孙完虎,韩国,72968,2017-06-30
李宗伟,马来西亚,71704,2017-06-30
安赛龙,丹麦,69240,2017-06-30
石宇奇,中国,67887,2017-06-30
谌龙,中国,67646,2017-06-30
周天成,中国台北,64681,2017-06-30
林丹,中国,64566,2017-06-30
斯里坎特,印度,58583,2017-06-30
伍家郎,中国香港,58129,2017-06-30
约根森,丹麦,57660,2017-06-30
孙完虎,韩国,72968,2017-07-07
李宗伟,马来西亚,71704,2017-07-07
安赛龙,丹麦,69240,2017-07-07
石宇奇,中国,67887,2017-07-07
谌龙,中国,67646,2017-07-07
周天成,中国台北,64681,2017-07-07
林丹,中国,64566,2017-07-07
斯里坎特,印度,58583,2017-07-07
伍家郎,中国香港,58129,2017-07-07
约根森,丹麦,57660,2017-07-07
孙完虎,韩国,72968,2017-07-14
李宗伟,马来西亚,71704,2017-07-14
安赛龙,丹麦,69240,2017-07-14
石宇奇,中国,67887,2017-07-14
谌龙,中国,67646,2017-07-14
周天成,中国台北,64681,2017-07-14
林丹,中国,64566,2017-07-14
斯里坎特,印度,58583,2017-07-14
伍家郎,中国香港,58129,2017-07-14
约根森,丹麦,57660,2017-07-14
孙完虎,韩国,72968,2017-07-21
李宗伟,马来西亚,71704,2017-07-21
安赛龙,丹麦,69240,2017-07-21
石宇奇,中国,67887,2017-07-21
谌龙,中国,67646,2017-07-21
周天成,中国台北,64681,2017-07-21
林丹,中国,64566,2017-07-21
斯里坎特,印度,58583,2017-07-21
伍家郎,中国香港,58129,2017-07-21
约根森,丹麦,57660,2017-07-21
孙完虎,韩国,72968,2017-07-28
李宗伟,马来西亚,71704,2017-07-28
安赛龙,丹麦,69240,2017-07-28
石宇奇,中国,67887,2017-07-28
谌龙,中国,67646,2017-07-28
周天成,中国台北,64681,2017-07-28
林丹,中国,64566,2017-07-28
斯里坎特,印度,58583,2017-07-28
伍家郎,中国香港,58129,2017-07-28
约根森,丹麦,57660,2017-07-28
孙完虎,韩国,72968,2017-08-04
李宗伟,马来西亚,71704,2017-08-04
安赛龙,丹麦,69240,2017-08-04
石宇奇,中国,67887,2017-08-04
谌龙,中国,67646,2017-08-04
周天成,中国台北,64681,2017-08-04
林丹,中国,64566,2017-08-04
斯里坎特,印度,58583,2017-08-04
伍家郎,中国香港,58129,2017-08-04
约根森,丹麦,57660,2017-08-04
孙完虎,韩国,72968,2017-08-11
李宗伟,马来西亚,71704,2017-08-11
安赛龙,丹麦,69240,2017-08-11
石宇奇,中国,67887,2017-08-11
谌龙,中国,67646,2017-08-11
周天成,中国台北,64681,2017-08-11
林丹,中国,64566,2017-08-11
斯里坎特,印度,58583,2017-08-11
伍家郎,中国香港,58129,2017-08-11
约根森,丹麦,57660,2017-08-11
孙完虎,韩国,72968,2017-08-18
李宗伟,马来西亚,71704,2017-08-18
安赛龙,丹麦,69240,2017-08-18
石宇奇,中国,67887,2017-08-18
谌龙,中国,67646,2017-08-18
周天成,中国台北,64681,2017-08-18
林丹,中国,64566,2017-08-18
斯里坎特,印度,58583,2017-08-18
伍家郎,中国香港,58129,2017-08-18
约根森,丹麦,57660,2017-08-18
孙完虎,韩国,71408,2017-08-25
石宇奇,中国,67887,2017-08-25
安赛龙,丹麦,63640,2017-08-25
周天成,中国台北,62401,2017-08-25
李宗伟,马来西亚,61504,2017-08-25
伍家郎,中国香港,57649,2017-08-25
林丹,中国,56166,2017-08-25
谌龙,中国,55646,2017-08-25
约根森,丹麦,55080,2017-08-25
斯里坎特,印度,54203,2017-08-25
孙完虎,韩国,74768,2017-09-01
安赛龙,丹麦,72040,2017-09-01
石宇奇,中国,67887,2017-09-01
林丹,中国,66366,2017-09-01
周天成,中国台北,64681,2017-09-01
谌龙,中国,64046,2017-09-01
李宗伟,马来西亚,62704,2017-09-01
斯里坎特,印度,58583,2017-09-01
伍家郎,中国香港,58129,2017-09-01
田厚威,中国,56650,2017-09-01
孙完虎,韩国,74768,2017-09-08
安赛龙,丹麦,72040,2017-09-08
石宇奇,中国,67887,2017-09-08
林丹,中国,66366,2017-09-08
周天成,中国台北,64681,2017-09-08
谌龙,中国,64046,2017-09-08
李宗伟,马来西亚,62704,2017-09-08
斯里坎特,印度,58583,2017-09-08
伍家郎,中国香港,58129,2017-09-08
田厚威,中国,56650,2017-09-08
孙完虎,韩国,74768,2017-09-15
安赛龙,丹麦,72040,2017-09-15
林丹,中国,66366,2017-09-15
石宇奇,中国,65927,2017-09-15
周天成,中国台北,64681,2017-09-15
谌龙,中国,64046,2017-09-15
李宗伟,马来西亚,62704,2017-09-15
斯里坎特,印度,58583,2017-09-15
伍家郎,中国香港,58129,2017-09-15
田厚威,中国,56650,2017-09-15
孙完虎,韩国,73388,2017-09-22
安赛龙,丹麦,72040,2017-09-22
林丹,中国,66366,2017-09-22
石宇奇,中国,65927,2017-09-22
周天成,中国台北,64681,2017-09-22
谌龙,中国,64046,2017-09-22
李宗伟,马来西亚,62704,2017-09-22
斯里坎特,印度,58583,2017-09-22
伍家郎,中国香港,58129,2017-09-22
王子维,中国台北,54980,2017-09-22
安赛龙,丹麦,76200,2017-09-29
孙完虎,韩国,73388,2017-09-29
林丹,中国,68746,2017-09-29
石宇奇,中国,67307,2017-09-29
周天成,中国台北,64681,2017-09-29
谌龙,中国,64046,2017-09-29
李宗伟,马来西亚,61304,2017-09-29
斯里坎特,印度,58583,2017-09-29
伍家郎,中国香港,58129,2017-09-29
王子维,中国台北,54980,2017-09-29
安赛龙,丹麦,76200,2017-10-06
孙完虎,韩国,73388,2017-10-06
林丹,中国,68746,2017-10-06
石宇奇,中国,67307,2017-10-06
周天成,中国台北,64681,2017-10-06
谌龙,中国,64046,2017-10-06
李宗伟,马来西亚,61304,2017-10-06
斯里坎特,印度,58583,2017-10-06
伍家郎,中国香港,58129,2017-10-06
王子维,中国台北,54980,2017-10-06
安赛龙,丹麦,76200,2017-10-13
孙完虎,韩国,73388,2017-10-13
林丹,中国,68746,2017-10-13
石宇奇,中国,67307,2017-10-13
周天成,中国台北,64681,2017-10-13
谌龙,中国,64046,2017-10-13
李宗伟,马来西亚,61304,2017-10-13
斯里坎特,印度,58583,2017-10-13
伍家郎,中国香港,58129,2017-10-13
王子维,中国台北,54980,2017-10-13
安赛龙,丹麦,76200,2017-10-20
孙完虎,韩国,73388,2017-10-20
林丹,中国,68746,2017-10-20
石宇奇,中国,67307,2017-10-20
周天成,中国台北,64681,2017-10-20
谌龙,中国,64046,2017-10-20
李宗伟,马来西亚,61304,2017-10-20
斯里坎特,印度,58583,2017-10-20
伍家郎,中国香港,58129,2017-10-20
田厚威,中国,54270,2017-10-20
安赛龙,丹麦,77930,2017-10-27
孙完虎,韩国,71738,2017-10-27
林丹,中国,68746,2017-10-27
斯里坎特,印度,66923,2017-10-27
谌龙,中国,66706,2017-10-27
石宇奇,中国,66057,2017-10-27
周天成,中国台北,65691,2017-10-27
李宗伟,马来西亚,59574,2017-10-27
伍家郎,中国香港,58129,2017-10-27
王子维,中国台北,53330,2017-10-27
安赛龙,丹麦,77930,2017-11-03
斯里坎特,印度,73403,2017-11-03
孙完虎,韩国,71738,2017-11-03
林丹,中国,68746,2017-11-03
谌龙,中国,67646,2017-11-03
周天成,中国台北,65691,2017-11-03
石宇奇,中国,61897,2017-11-03
李宗伟,马来西亚,61794,2017-11-03
伍家郎,中国香港,56749,2017-11-03
王子维,中国台北,53330,2017-11-03
安赛龙,丹麦,77930,2017-11-10
斯里坎特,印度,73403,2017-11-10
孙完虎,韩国,71738,2017-11-10
林丹,中国,68746,2017-11-10
谌龙,中国,67646,2017-11-10
周天成,中国台北,65691,2017-11-10
李宗伟,马来西亚,61794,2017-11-10
石宇奇,中国,59217,2017-11-10
伍家郎,中国香港,56749,2017-11-10
王子维,中国台北,53330,2017-11-10
安赛龙,丹麦,77930,2017-11-17
斯里坎特,印度,73403,2017-11-17
孙完虎,韩国,71738,2017-11-17
林丹,中国,68746,2017-11-17
谌龙,中国,67646,2017-11-17
周天成,中国台北,64781,2017-11-17
李宗伟,马来西亚,61794,2017-11-17
石宇奇,中国,59217,2017-11-17
伍家郎,中国香港,56749,2017-11-17
普拉诺,印度,53285,2017-11-17
安赛龙,丹麦,79580,2017-11-24
孙完虎,韩国,74398,2017-11-24
斯里坎特,印度,73403,2017-11-24
谌龙,中国,69296,2017-11-24
林丹,中国,68746,2017-11-24
李宗伟,马来西亚,66644,2017-11-24
周天成,中国台北,65791,2017-11-24
石宇奇,中国,60947,2017-11-24
伍家郎,中国香港,60129,2017-11-24
普拉诺,印度,53285,2017-11-24
安赛龙,丹麦,79580,2017-12-01
孙完虎,韩国,74398,2017-12-01
李宗伟,马来西亚,73624,2017-12-01
谌龙,中国,73496,2017-12-01
斯里坎特,印度,73403,2017-12-01
林丹,中国,71066,2017-12-01
周天成,中国台北,65791,2017-12-01
石宇奇,中国,62567,2017-12-01
伍家郎,中国香港,55249,2017-12-01
普拉诺,印度,53285,2017-12-01
安赛龙,丹麦,79580,2017-12-08
李宗伟,马来西亚,73624,2017-12-08
谌龙,中国,73496,2017-12-08
斯里坎特,印度,73403,2017-12-08
孙完虎,韩国,72438,2017-12-08
林丹,中国,71066,2017-12-08
周天成,中国台北,65791,2017-12-08
石宇奇,中国,62567,2017-12-08
伍家郎,中国香港,55249,2017-12-08
普拉诺,印度,53285,2017-12-08
安赛龙,丹麦,79580,2017-12-15
李宗伟,马来西亚,73624,2017-12-15
谌龙,中国,73496,2017-12-15
斯里坎特,印度,73403,2017-12-15
孙完虎,韩国,72438,2017-12-15
林丹,中国,71066,2017-12-15
周天成,中国台北,65791,2017-12-15
石宇奇,中国,62567,2017-12-15
伍家郎,中国香港,55249,2017-12-15
普拉诺,印度,53285,2017-12-15
安赛龙,丹麦,79580,2017-12-22
李宗伟,马来西亚,76924,2017-12-22
斯里坎特,印度,74123,2017-12-22
谌龙,中国,73496,2017-12-22
孙完虎,韩国,72438,2017-12-22
林丹,中国,71066,2017-12-22
周天成,中国台北,66801,2017-12-22
石宇奇,中国,65227,2017-12-22
伍家郎,中国香港,56979,2017-12-22
普拉诺,印度,53285,2017-12-22
安赛龙,丹麦,79580,2017-12-29
李宗伟,马来西亚,76924,2017-12-29
斯里坎特,印度,74123,2017-12-29
谌龙,中国,73496,2017-12-29
孙完虎,韩国,72438,2017-12-29
林丹,中国,71066,2017-12-29
周天成,中国台北,66801,2017-12-29
石宇奇,中国,65227,2017-12-29
伍家郎,中国香港,56979,2017-12-29
普拉诺,印度,53285,2017-12-29
安赛龙,丹麦,79580,2018-01-05
李宗伟,马来西亚,76924,2018-01-05
斯里坎特,印度,74123,2018-01-05
谌龙,中国,73496,2018-01-05
孙完虎,韩国,72438,2018-01-05
林丹,中国,71066,2018-01-05
周天成,中国台北,66801,2018-01-05
石宇奇,中国,65227,2018-01-05
伍家郎,中国香港,56979,2018-01-05
普拉诺,印度,53285,2018-01-05
安赛龙,丹麦,79580,2018-01-12
李宗伟,马来西亚,76924,2018-01-12
斯里坎特,印度,74123,2018-01-12
谌龙,中国,73496,2018-01-12
孙完虎,韩国,72438,2018-01-12
林丹,中国,71066,2018-01-12
周天成,中国台北,66801,2018-01-12
石宇奇,中国,65227,2018-01-12
伍家郎,中国香港,56979,2018-01-12
普拉诺,印度,53285,2018-01-12
安赛龙,丹麦,79580,2018-01-19
李宗伟,马来西亚,76924,2018-01-19
斯里坎特,印度,74123,2018-01-19
谌龙,中国,73496,2018-01-19
孙完虎,韩国,72438,2018-01-19
林丹,中国,71066,2018-01-19
